D,gamma,accuracy,method,cutoff,dataset type
0.5,0.2,0.14154999999999998,MC3,1000,0m
0.5,0.2,0.031999999999999994,BARD,20,1m
0.5,0.2,0.1124,MC3,100,0m
0.5,0.2,0.10990000000000004,BARD,1000,1r
0.5,0.2,0.10990000000000004,BARD,1000,1m
0.5,0.2,0.039,tMEAN,20,0m
0.5,0.2,0.058499999999999976,stuart,20,1m
0.5,0.2,0.08409999999999995,stuart,100,1m
0.5,0.2,0.1124,MC3,100,0r
0.5,0.2,0.13296999999999995,rGEO,1000,1r
0.5,0.2,0.06259999999999995,rMED,100,1m
0.5,0.2,0.09909999999999997,MixStuart,100,1m
0.5,0.2,0.13340000000000005,MAIC,100,0r
0.5,0.2,0.13022000000000006,MC1,1000,0m
0.5,0.2,0.07369999999999996,MC1,100,0r
0.5,0.2,0.15295000000000003,MAIC,1000,0r
0.5,0.2,0.12551,rMEAN,1000,1m
0.5,0.2,0.06669999999999995,rMEAN,100,1m
0.5,0.2,0.14458999999999997,rMEAN,1000,0r
0.5,0.2,0.07369999999999996,MC1,100,0m
0.5,0.2,0.04499999999999999,MC1,20,0r
0.5,0.2,0.04499999999999999,MC1,20,0m
0.5,0.2,0.1127,rMEAN,100,0r
0.5,0.2,0.08649999999999998,rMEAN,20,0r
0.5,0.2,0.0355,rMEAN,20,1m
0.5,0.2,0.10699999999999997,rGEO,20,0m
0.5,0.2,0.13199999999999992,rGEO,100,0m
0.5,0.2,0.07999999999999999,MixStuart,20,1m
0.5,0.2,0.14772999999999992,rGEO,1000,0m
0.5,0.2,0.18899999999999997,MAIC,20,0m
0.5,0.2,0.13187000000000004,tGEO,1000,0m
0.5,0.2,0.0959,tGEO,100,0m
0.5,0.2,0.07549999999999996,tGEO,20,0m
0.5,0.2,0.019500000000000003,RepeatChoice,20,1m
0.5,0.2,0.04049999999999998,RepeatChoice,100,1m
0.5,0.2,0.21209999999999998,MAIC,100,0m
0.5,0.2,0.18591000000000002,MAIC,1000,0m
0.5,0.2,0.1945,rMixGEO,20,0m
0.5,0.2,0.20680000000000004,rMixGEO,100,0m
0.5,0.2,0.09753000000000003,RepeatChoice,1000,1m
0.5,0.2,0.13022000000000006,MC1,1000,0r
0.5,0.2,0.09599999999999997,MAIC,20,0r
0.5,0.2,0.07329999999999995,tGEO,100,1r
0.5,0.2,0.13497000000000006,MixStuart,1000,1m
0.5,0.2,0.13951,RRA,1000,0r
0.5,0.2,0.13296999999999995,rGEO,1000,1m
0.5,0.2,0.08639999999999995,rGEO,100,1m
0.5,0.2,0.05419999999999996,BiGNA,100,0m
0.5,0.2,0.05999999999999997,rGEO,20,1m
0.5,0.2,0.030500000000000006,BARD,20,0m
0.5,0.2,0.02749999999999999,tL2,20,1m
0.5,0.2,0.04889999999999995,tL2,100,1m
0.5,0.2,0.12798000000000004,RRA,1000,1m
0.5,0.2,0.12629000000000004,tGEO,1000,1r
0.5,0.2,0.04399999999999998,RRA,20,1m
0.5,0.2,0.034499999999999996,BiGNA,20,0r
0.5,0.2,0.07269999999999996,RRA,100,1m
0.5,0.2,0.13677,VC,1000,0r
0.5,0.2,0.11135,tL2,1000,1m
0.5,0.2,0.039999999999999994,rMED,20,1m
0.5,0.2,0.05299999999999998,tGEO,20,1r
0.5,0.2,0.07599999999999997,BIRRA,20,0r
0.5,0.2,0.034499999999999996,BiGNA,20,0m
0.5,0.2,0.13702000000000003,BIRRA,1000,0r
0.5,0.2,0.1078999999999999,BIRRA,100,0r
0.5,0.2,0.07149999999999995,VC,20,0r
0.5,0.2,0.09679999999999994,VC,100,0r
0.5,0.2,0.17587999999999993,rMixGEO,1000,0m
0.5,0.5,0.05299999999999998,RRA,20,1m
0.5,0.5,0.07359999999999997,RRA,100,1m
0.5,0.5,0.06849999999999998,rMixMEAN,100,1m
0.5,0.5,0.05699999999999998,rMixMEAN,20,1m
0.5,0.5,0.12169,RRA,1000,1m
0.5,0.5,0.030999999999999993,BARD,20,1m
0.5,0.5,0.13472000000000003,BiGbottom,1000,0r
0.5,0.5,0.03749999999999997,tL2,100,1r
0.5,0.5,0.043599999999999965,tMEAN,100,1r
0.5,0.5,0.064,stuart,20,1r
0.5,0.5,0.08099999999999992,stuart,100,1r
0.5,0.5,0.12431000000000003,stuart,1000,1r
0.5,0.5,0.09368000000000003,rMixMED,1000,1m
0.5,0.5,0.13472000000000003,BiGbottom,1000,0m
0.5,0.5,0.09679999999999998,BiGbottom,100,0r
0.5,0.5,0.03799999999999996,rMixMED,100,1m
0.5,0.5,0.07949999999999995,BiGbottom,20,0r
0.5,0.5,0.07949999999999995,BiGbottom,20,0m
0.5,0.5,0.026999999999999996,rMixMED,20,1m
0.5,0.5,0.10351000000000003,rMED,1000,1m
0.5,0.5,0.10020000000000001,tL2,1000,1m
0.5,0.5,0.03749999999999997,tL2,100,1m
0.5,0.5,0.019500000000000003,tL2,20,1m
0.5,0.5,0.09945000000000002,BARD,1000,1r
0.5,0.5,0.12169,RRA,1000,1r
0.5,0.5,0.07359999999999997,RRA,100,1r
0.5,0.5,0.024999999999999994,tMEAN,20,1r
0.5,0.5,0.030999999999999993,BARD,20,1r
0.5,0.5,0.042099999999999964,BARD,100,1m
0.5,0.5,0.12036999999999998,rMixMEAN,1000,1m
0.5,0.5,0.10020000000000001,tL2,1000,1r
0.5,0.5,0.019500000000000003,tL2,20,1r
0.5,0.5,0.10500000000000005,tMEAN,1000,1r
0.5,0.5,0.03349999999999999,rMED,20,1m
0.5,0.5,0.09945000000000002,BARD,1000,1m
0.5,0.5,0.05179999999999995,rMED,100,1m
0.5,0.5,0.10500000000000005,tMEAN,1000,1m
0.5,0.5,0.043599999999999965,tMEAN,100,1m
0.5,0.5,0.024999999999999994,tMEAN,20,1m
0.5,0.5,0.05299999999999998,RRA,20,1r
0.5,0.5,0.042099999999999964,BARD,100,1r
0.5,0.5,0.09679999999999998,BiGbottom,100,0m
0.5,0.5,0.12557000000000001,MAIC,1000,1m
0.5,0.5,0.03349999999999999,rMED,20,1r
0.5,0.5,0.1076,tMEAN,1000,0m
0.5,0.5,0.13581999999999997,rGEO,1000,0m
0.5,0.5,0.0962,rGEO,100,0m
0.5,0.5,0.07549999999999996,rGEO,20,0m
0.5,0.5,0.17029,MAIC,1000,0m
0.5,0.5,0.1589,MAIC,100,0m
0.5,0.5,0.13600000000000004,MAIC,20,0m
0.5,0.5,0.16282000000000005,rMixGEO,1000,0m
0.5,0.5,0.15580000000000005,rMixGEO,100,0m
0.5,0.5,0.13900000000000004,rMixGEO,20,0m
0.5,0.5,0.019000000000000006,MC2,20,0m
0.5,0.5,0.019000000000000006,MC2,20,0r
0.5,0.5,0.03899999999999999,rMEAN,20,1m
0.5,0.5,0.05609999999999997,rMEAN,100,1m
0.5,0.5,0.11458,rMEAN,1000,1m
0.5,0.5,0.025199999999999986,MC2,100,0m
0.5,0.5,0.025199999999999986,MC2,100,0r
0.5,0.5,0.09209000000000005,MC2,1000,0m
0.5,0.5,0.09209000000000005,MC2,1000,0r
0.5,0.5,0.07899999999999996,MixStuart,20,1m
0.5,0.5,0.08979999999999996,MixStuart,100,1m
0.5,0.5,0.12826,MixStuart,1000,1m
0.5,0.5,0.027000000000000003,RepeatChoice,20,1m
0.5,0.5,0.045699999999999956,RepeatChoice,100,1m
0.5,0.5,0.09864000000000002,RepeatChoice,1000,1m
0.5,0.5,0.05039999999999994,tMEAN,100,0m
0.5,0.5,0.05049999999999999,tGEO,20,1m
0.5,0.5,0.029999999999999995,tMEAN,20,0m
0.5,0.5,0.029599999999999987,rMixMED,100,0m
0.5,0.5,0.13019000000000008,RRA,1000,0m
0.5,0.5,0.08689999999999999,RRA,100,0m
0.5,0.5,0.06749999999999995,RRA,20,0m
0.5,0.5,0.024000000000000004,tL2,20,0m
0.5,0.5,0.04439999999999997,tL2,100,0m
0.5,0.5,0.10202000000000004,tL2,1000,0m
0.5,0.5,0.13283999999999999,stuart,1000,0m
0.5,0.5,0.0962,stuart,100,0m
0.5,0.5,0.07899999999999995,stuart,20,0m
0.5,0.5,0.11704999999999999,tMED,1000,0m
0.5,0.5,0.058099999999999985,tMED,100,0m
0.5,0.5,0.048999999999999995,tMED,20,0m
0.5,0.5,0.11350000000000002,rMixMEAN,20,0m
0.5,0.5,0.13060000000000005,rMixMEAN,100,0m
0.5,0.5,0.12614000000000003,rMixMEAN,1000,0m
0.5,0.5,0.022,rMED,20,0m
0.5,0.5,0.029999999999999985,rMED,100,0m
0.5,0.5,0.08981,rMED,1000,0m
0.5,0.5,0.1462,VC,1000,0m
0.5,0.5,0.11230000000000005,VC,100,0m
0.5,0.5,0.09249999999999999,VC,20,0m
0.5,0.5,0.12545,BIRRA,1000,0m
0.5,0.5,0.07249999999999995,BIRRA,100,0m
0.5,0.5,0.05249999999999997,BIRRA,20,0m
0.5,0.5,0.0215,rMixMED,20,0m
0.5,0.5,0.08975999999999999,rMixMED,1000,0m
0.5,0.5,0.12431000000000003,stuart,1000,1m
0.5,0.5,0.06939999999999999,tGEO,100,1m
0.5,0.5,0.12662000000000004,tGEO,1000,0m
0.5,0.5,0.11309000000000001,BIRRA,1000,1r
0.5,0.5,0.05869999999999998,BIRRA,100,1r
0.5,0.5,0.03349999999999999,BIRRA,20,1r
0.5,0.5,0.10437000000000005,VC,1000,1r
0.5,0.5,0.044899999999999975,VC,100,1r
0.5,0.5,0.0285,VC,20,1r
0.5,0.5,0.023999999999999994,RepeatChoice,20,0r
0.5,0.5,0.08149999999999999,tGEO,100,0r
0.5,0.5,0.06599999999999998,tGEO,20,0r
0.5,0.5,0.06699999999999995,MAIC,20,0r
0.5,0.5,0.08979999999999996,MAIC,100,0r
0.5,0.5,0.13810000000000003,MAIC,1000,0r
0.5,0.5,0.03349999999999999,BIRRA,20,1m
0.5,0.5,0.05869999999999998,BIRRA,100,1m
0.5,0.5,0.11309000000000001,BIRRA,1000,1m
0.5,0.5,0.043999999999999984,VC,20,1m
0.5,0.5,0.05219999999999999,VC,100,1m
0.5,0.5,0.10890000000000001,VC,1000,1m
0.5,0.5,0.038499999999999986,tMED,20,1m
0.5,0.5,0.05089999999999997,tMED,100,1m
0.5,0.5,0.10614000000000007,tMED,1000,1m
0.5,0.5,0.064,stuart,20,1m
0.5,0.5,0.08099999999999992,stuart,100,1m
0.5,0.5,0.10351000000000003,rMED,1000,1r
0.5,0.5,0.05179999999999995,rMED,100,1r
0.5,0.5,0.032,MC1,20,1m
0.5,0.5,0.11853000000000001,tGEO,1000,1m
0.5,0.5,0.032,MC1,20,1r
0.5,0.5,0.05919999999999996,MC1,100,1r
0.5,0.5,0.08149999999999999,tGEO,100,0m
0.5,0.5,0.06599999999999998,tGEO,20,0m
0.5,0.5,0.10187000000000003,RepeatChoice,1000,0m
0.5,0.5,0.03779999999999996,RepeatChoice,100,0m
0.5,0.5,0.021500000000000005,RepeatChoice,20,0m
0.5,0.5,0.15115000000000003,MixStuart,1000,0m
0.5,0.5,0.145,MixStuart,100,0m
0.5,0.5,0.077,rMixGEO,20,1m
0.5,0.5,0.14000000000000004,MixStuart,20,0m
0.5,0.5,0.09329999999999998,rMixGEO,100,1m
0.5,0.5,0.13015,rMixGEO,1000,1m
0.5,0.5,0.06149999999999998,MAIC,20,1m
0.5,0.5,0.0828,MAIC,100,1m
0.5,0.5,0.06249999999999999,rGEO,20,1m
0.5,0.5,0.13274999999999995,rMEAN,1000,0m
0.5,0.5,0.08009999999999998,rMEAN,100,0m
0.5,0.5,0.05499999999999997,rMEAN,20,0m
0.5,0.5,0.07549999999999996,rGEO,20,0r
0.5,0.5,0.0962,rGEO,100,0r
0.5,0.5,0.13581999999999997,rGEO,1000,0r
0.5,0.5,0.07979999999999994,rGEO,100,1m
0.5,0.5,0.12421000000000001,rGEO,1000,1m
0.5,0.5,0.12662000000000004,tGEO,1000,0r
0.5,0.5,0.11889,MC1,1000,1r
0.5,0.5,0.11889,MC1,1000,1m
0.5,0.5,0.05919999999999996,MC1,100,1m
0.5,0.5,0.10614000000000007,tMED,1000,1r
0.5,0.5,0.03669999999999998,RepeatChoice,100,0r
0.5,0.5,0.038499999999999986,tMED,20,1r
0.5,0.5,0.06199999999999997,MC2,100,1r
0.5,0.5,0.11738000000000007,MC2,1000,1m
0.5,0.5,0.11738000000000007,MC2,1000,1r
0.5,0.5,0.04449999999999996,BiGNA,100,0m
0.5,0.5,0.03049999999999999,BiGNA,20,0r
0.5,0.5,0.03049999999999999,BiGNA,20,0m
0.5,0.5,0.021,BiGNA,20,1m
0.5,0.5,0.12268999999999995,MC3,1000,1r
0.5,0.5,0.12268999999999995,MC3,1000,1m
0.5,0.5,0.06509999999999999,MC3,100,1r
0.5,0.5,0.06509999999999999,MC3,100,1m
0.5,0.5,0.04399999999999998,MC3,20,1r
0.5,0.5,0.04399999999999998,MC3,20,1m
0.5,0.5,0.024000000000000004,tL2,20,0r
0.5,0.5,0.04439999999999997,tL2,100,0r
0.5,0.5,0.10202000000000004,tL2,1000,0r
0.5,0.5,0.12521000000000004,BiGbottom,1000,1m
0.5,0.5,0.06199999999999997,MC2,100,1m
0.5,0.5,0.013000000000000003,BARD,20,0m
0.5,0.5,0.04249999999999998,MC2,20,1r
0.5,0.5,0.04259999999999995,BiGNA,100,1m
0.5,0.5,0.13019000000000008,RRA,1000,0r
0.5,0.5,0.11853000000000001,tGEO,1000,1r
0.5,0.5,0.06939999999999999,tGEO,100,1r
0.5,0.5,0.05049999999999999,tGEO,20,1r
0.5,0.5,0.10677000000000002,BiGNA,1000,0r
0.5,0.5,0.10677000000000002,BiGNA,1000,0m
0.5,0.5,0.04449999999999996,BiGNA,100,0r
0.5,0.5,0.07899999999999995,stuart,20,0r
0.5,0.5,0.05499999999999997,rMEAN,20,0r
0.5,0.5,0.08009999999999998,rMEAN,100,0r
0.5,0.5,0.13274999999999995,rMEAN,1000,0r
0.5,0.5,0.0962,stuart,100,0r
0.5,0.5,0.13283999999999999,stuart,1000,0r
0.5,0.5,0.04249999999999998,MC2,20,1m
0.5,0.5,0.10450000000000005,BiGNA,1000,1r
0.5,0.5,0.10450000000000005,BiGNA,1000,1m
0.5,0.5,0.04259999999999995,BiGNA,100,1r
0.5,0.5,0.021,BiGNA,20,1r
0.5,0.5,0.013000000000000003,BARD,20,0r
0.5,0.5,0.022699999999999994,BARD,100,0m
0.5,0.5,0.022699999999999994,BARD,100,0r
0.5,0.5,0.03899999999999999,rMEAN,20,1r
0.5,0.5,0.06289999999999994,MC1,100,0m
0.5,0.5,0.036499999999999984,MC1,20,0r
0.5,0.5,0.036499999999999984,MC1,20,0m
0.5,0.5,0.12545,BIRRA,1000,0r
0.5,0.5,0.07249999999999995,BIRRA,100,0r
0.5,0.5,0.05249999999999997,BIRRA,20,0r
0.5,0.5,0.11972999999999995,VC,1000,0r
0.5,0.5,0.06449999999999996,VC,100,0r
0.5,0.5,0.03999999999999998,VC,20,0r
0.5,0.5,0.08049999999999999,MC3,100,0m
0.5,0.5,0.053499999999999985,MC3,20,0r
0.5,0.5,0.053499999999999985,MC3,20,0m
0.5,0.5,0.06449999999999999,BiGbottom,20,1m
0.5,0.5,0.06449999999999999,BiGbottom,20,1r
0.5,0.5,0.08169999999999994,BiGbottom,100,1m
0.5,0.5,0.12521000000000004,BiGbottom,1000,1r
0.5,0.5,0.05609999999999997,rMEAN,100,1r
0.5,0.5,0.11458,rMEAN,1000,1r
0.5,0.5,0.06289999999999994,MC1,100,0r
0.5,0.5,0.08049999999999999,MC3,100,0r
0.5,0.5,0.09251999999999999,BARD,1000,0m
0.5,0.5,0.09251999999999999,BARD,1000,0r
0.5,0.5,0.06249999999999999,rGEO,20,1r
0.5,0.5,0.07979999999999994,rGEO,100,1r
0.5,0.5,0.12421000000000001,rGEO,1000,1r
0.5,0.5,0.04599999999999998,MAIC,20,1r
0.5,0.5,0.06999999999999998,MAIC,100,1r
0.5,0.5,0.11878999999999994,MAIC,1000,1r
0.5,0.5,0.08689999999999999,RRA,100,0r
0.5,0.5,0.029999999999999995,tMEAN,20,0r
0.5,0.5,0.1076,tMEAN,1000,0r
0.5,0.5,0.022,rMED,20,0r
0.5,0.5,0.029999999999999985,rMED,100,0r
0.5,0.5,0.08981,rMED,1000,0r
0.5,0.5,0.12668,MC1,1000,0r
0.5,0.5,0.12668,MC1,1000,0m
0.5,0.5,0.13186000000000003,MC3,1000,0r
0.5,0.5,0.13186000000000003,MC3,1000,0m
0.5,0.5,0.05039999999999994,tMEAN,100,0r
0.5,0.5,0.06749999999999995,RRA,20,0r
0.5,0.5,0.08169999999999994,BiGbottom,100,1r
0.5,0.5,0.048999999999999995,tMED,20,0r
0.5,0.5,0.09792000000000002,RepeatChoice,1000,0r
0.5,0.5,0.03189999999999999,RepeatChoice,100,1r
0.5,0.5,0.08939,RepeatChoice,1000,1r
0.5,0.5,0.11704999999999999,tMED,1000,0r
0.5,0.5,0.016000000000000007,RepeatChoice,20,1r
0.5,0.5,0.05089999999999997,tMED,100,1r
0.5,0.5,0.058099999999999985,tMED,100,0r
1,0,0.11624000000000001,MC2,1000,0r
1,0,0.2015000000000001,BIRRA,20,0r
1,0,0.25859999999999994,BIRRA,100,0r
1,0,0.14679999999999999,tMEAN,1000,0r
1,0,0.1795999999999999,BiGbottom,100,1m
1,0,0.049499999999999995,tL2,20,1m
1,0,0.07889999999999997,tL2,100,1m
1,0,0.13523000000000004,BiGNA,1000,1r
1,0,0.13523000000000004,BiGNA,1000,1m
1,0,0.08119999999999998,BiGNA,100,1r
1,0,0.22754000000000008,BIRRA,1000,0r
1,0,0.15099999999999997,BiGbottom,20,1r
1,0,0.04549999999999999,BARD,20,0r
1,0,0.1795999999999999,BiGbottom,100,1r
1,0,0.16730999999999996,MC1,1000,0m
1,0,0.06849999999999996,VC,20,1r
1,0,0.11539999999999996,VC,100,1r
1,0,0.15230000000000002,VC,1000,1r
1,0,0.12389999999999998,MC1,100,0r
1,0,0.12389999999999998,MC1,100,0m
1,0,0.18409000000000006,BiGbottom,1000,1r
1,0,0.07499999999999997,MC1,20,0r
1,0,0.060399999999999954,BARD,100,0m
1,0,0.11624000000000001,MC2,1000,0m
1,0,0.18409000000000006,BiGbottom,1000,1m
1,0,0.07499999999999997,MC1,20,0m
1,0,0.14600000000000002,stuart,20,1m
1,0,0.17139999999999994,stuart,100,1m
1,0,0.17795000000000002,stuart,1000,1m
1,0,0.04549999999999999,BARD,20,0m
1,0,0.08119999999999998,BiGNA,100,1m
1,0,0.13776,tL2,1000,1m
1,0,0.05899999999999998,BiGNA,20,1m
1,0,0.3,VC,20,0m
1,0,0.3215,VC,100,0m
1,0,0.21698999999999993,VC,1000,0m
1,0,0.0783,tL2,100,0m
1,0,0.1383,tL2,1000,0m
1,0,0.06549999999999997,tMEAN,20,1m
1,0,0.13298999999999997,RepeatChoice,1000,1m
1,0,0.09819999999999997,tMEAN,100,1m
1,0,0.14701000000000006,tMEAN,1000,1m
1,0,0.2341,stuart,100,0m
1,0,0.18302999999999997,stuart,1000,0m
1,0,0.19700000000000006,rMixGEO,20,1m
1,0,0.21340000000000003,rMixGEO,100,1m
1,0,0.18888000000000002,rMixGEO,1000,1m
1,0,0.21299999999999997,stuart,20,0m
1,0,0.10299999999999992,RepeatChoice,100,1m
1,0,0.07199999999999998,RepeatChoice,20,1m
1,0,0.1802100000000001,rGEO,1000,1m
1,0,0.16730999999999996,MC1,1000,0r
1,0,0.3345,rMixMEAN,20,0m
1,0,0.1425,rMixMEAN,20,1m
1,0,0.179,rMixMEAN,100,1m
1,0,0.17880999999999994,rMixMEAN,1000,1m
1,0,0.36129999999999995,rMixMEAN,100,0m
1,0,0.19387999999999997,rMixMEAN,1000,0m
1,0,0.15099999999999997,BiGbottom,20,1m
1,0,0.15621000000000004,tMED,1000,1r
1,0,0.12219999999999998,tMED,100,1r
1,0,0.09979999999999993,tMEAN,100,0r
1,0,0.11550000000000002,RRA,20,1m
1,0,0.04699999999999999,tL2,20,0m
1,0,0.14200000000000004,rGEO,20,1m
1,0,0.17309999999999995,rGEO,100,1m
1,0,0.05899999999999998,BiGNA,20,1r
1,0,0.1532,RRA,100,1m
1,0,0.23829999999999996,rGEO,100,0m
1,0,0.060399999999999954,BARD,100,0r
1,0,0.15499999999999997,tGEO,20,0m
1,0,0.38349999999999995,MixStuart,20,0m
1,0,0.37589999999999996,MixStuart,100,0m
1,0,0.20553999999999997,MixStuart,1000,0m
1,0,0.15963,tMED,1000,0r
1,0,0.14809999999999993,tMED,100,0r
1,0,0.11699999999999999,tMED,20,0r
1,0,0.13563999999999996,BiGNA,1000,0r
1,0,0.13563999999999996,BiGNA,1000,0m
1,0,0.22754000000000008,BIRRA,1000,0m
1,0,0.25859999999999994,BIRRA,100,0m
1,0,0.2015000000000001,BIRRA,20,0m
1,0,0.07669999999999993,BiGNA,100,0r
1,0,0.07669999999999993,BiGNA,100,0m
1,0,0.0495,BiGNA,20,0r
1,0,0.12574,rMixMED,1000,1m
1,0,0.08699999999999992,rMixMED,100,1m
1,0,0.18829999999999994,BIRRA,1000,1m
1,0,0.15739999999999998,BIRRA,100,1m
1,0,0.09349999999999997,BIRRA,20,1m
1,0,0.12823,rMixMED,1000,0m
1,0,0.07839999999999994,rMixMED,100,0m
1,0,0.05049999999999999,rMixMED,20,0m
1,0,0.17700000000000002,tGEO,100,0m
1,0,0.08550000000000002,tMED,20,1m
1,0,0.15621000000000004,tMED,1000,1m
1,0,0.11699999999999999,tMED,20,0m
1,0,0.14809999999999993,tMED,100,0m
1,0,0.15963,tMED,1000,0m
1,0,0.0495,BiGNA,20,0m
1,0,0.08549999999999996,rMixMED,20,1m
1,0,0.12219999999999998,tMED,100,1m
1,0,0.17248999999999998,RRA,1000,1m
1,0,0.17209,tGEO,1000,0m
1,0,0.395,MAIC,20,0m
1,0,0.12646999999999997,BARD,1000,0m
1,0,0.19085999999999997,rGEO,1000,0m
1,0,0.17678000000000002,RRA,1000,0m
1,0,0.212,rGEO,20,0m
1,0,0.12646999999999997,BARD,1000,0r
1,0,0.2235,BiGbottom,20,0m
1,0,0.2235,BiGbottom,20,0r
1,0,0.2558999999999999,BiGbottom,100,0m
1,0,0.06429999999999994,MC2,100,0r
1,0,0.06429999999999994,MC2,100,0m
1,0,0.13934,RepeatChoice,1000,0m
1,0,0.07149999999999995,RepeatChoice,100,0m
1,0,0.04849999999999997,RepeatChoice,20,0m
1,0,0.05299999999999999,MC2,20,0r
1,0,0.2558999999999999,BiGbottom,100,0r
1,0,0.19750999999999994,BiGbottom,1000,0m
1,0,0.19750999999999994,BiGbottom,1000,0r
1,0,0.45260000000000006,MAIC,100,0m
1,0,0.09979999999999993,tMEAN,100,0m
1,0,0.14679999999999999,tMEAN,1000,0m
1,0,0.17678000000000002,RRA,1000,0r
1,0,0.2118,RRA,100,0r
1,0,0.12838000000000002,rMED,1000,0m
1,0,0.06649999999999998,tMEAN,20,0m
1,0,0.08059999999999992,rMED,100,0m
1,0,0.19449999999999992,RRA,20,0r
1,0,0.2709,MAIC,1000,0m
1,0,0.05299999999999999,MC2,20,0m
1,0,0.08299999999999999,rMEAN,20,1m
1,0,0.13840000000000005,rMEAN,100,1m
1,0,0.16960000000000006,rMEAN,1000,1m
1,0,0.058499999999999976,rMED,20,0m
1,0,0.2118,RRA,100,0m
1,0,0.08550000000000002,tMED,20,1r
1,0,0.09819999999999997,tMEAN,100,1r
1,0,0.11659999999999993,rMED,100,1r
1,0,0.15100999999999998,rMED,1000,1r
1,0,0.12494,RepeatChoice,1000,1r
1,0,0.06789999999999992,RepeatChoice,100,1r
1,0,0.0535,RepeatChoice,20,1r
1,0,0.21299999999999997,stuart,20,0r
1,0,0.2341,stuart,100,0r
1,0,0.17248999999999998,RRA,1000,1r
1,0,0.11550000000000002,RRA,20,1r
1,0,0.14701000000000006,tMEAN,1000,1r
1,0,0.19449999999999992,RRA,20,0m
1,0,0.06549999999999997,tMEAN,20,1r
1,0,0.08299999999999999,rMEAN,20,1r
1,0,0.0855,BARD,20,1m
1,0,0.1532,RRA,100,1r
1,0,0.13840000000000005,rMEAN,100,1r
1,0,0.18302999999999997,stuart,1000,0r
1,0,0.2159599999999999,MAIC,1000,0r
1,0,0.16533000000000006,tGEO,1000,1m
1,0,0.07549999999999998,MC1,20,1r
1,0,0.07549999999999998,MC1,20,1m
1,0,0.201,MAIC,20,0r
1,0,0.1802100000000001,rGEO,1000,1r
1,0,0.17309999999999995,rGEO,100,1r
1,0,0.08399999999999996,rMED,20,1r
1,0,0.14200000000000004,rGEO,20,1r
1,0,0.17209,tGEO,1000,0r
1,0,0.15799999999999995,MC3,20,0m
1,0,0.2509,MAIC,100,0r
1,0,0.134,VC,20,0r
1,0,0.17119999999999996,VC,100,0r
1,0,0.17086000000000007,VC,1000,0r
1,0,0.23310999999999996,rMixGEO,1000,0m
1,0,0.16960000000000006,rMEAN,1000,1r
1,0,0.15799999999999995,MC3,20,0r
1,0,0.212,rGEO,20,0r
1,0,0.18192999999999998,MixStuart,1000,1m
1,0,0.08399999999999996,rMED,20,1m
1,0,0.11659999999999993,rMED,100,1m
1,0,0.15100999999999998,rMED,1000,1m
1,0,0.12838000000000002,rMED,1000,0r
1,0,0.14917999999999995,BARD,1000,1m
1,0,0.20689999999999995,MixStuart,100,1m
1,0,0.14917999999999995,BARD,1000,1r
1,0,0.17139999999999994,stuart,100,1r
1,0,0.14600000000000002,stuart,20,1r
1,0,0.06649999999999998,tMEAN,20,0r
1,0,0.049499999999999995,tL2,20,1r
1,0,0.07889999999999997,tL2,100,1r
1,0,0.13776,tL2,1000,1r
1,0,0.17795000000000002,stuart,1000,1r
1,0,0.20500000000000004,MixStuart,20,1m
1,0,0.08059999999999992,rMED,100,0r
1,0,0.058499999999999976,rMED,20,0r
1,0,0.23829999999999996,rGEO,100,0r
1,0,0.19085999999999997,rGEO,1000,0r
1,0,0.036499999999999984,RepeatChoice,20,0r
1,0,0.06589999999999993,RepeatChoice,100,0r
1,0,0.13591999999999996,RepeatChoice,1000,0r
1,0,0.19719999999999996,MC3,100,0m
1,0,0.19719999999999996,MC3,100,0r
1,0,0.18682999999999997,MC3,1000,0m
1,0,0.18682999999999997,MC3,1000,0r
1,0,0.16199999999999995,rMEAN,20,0m
1,0,0.2022,rMEAN,100,0m
1,0,0.18832999999999991,rMEAN,1000,0m
1,0,0.0855,BARD,20,1r
1,0,0.11419999999999998,BARD,100,1m
1,0,0.11419999999999998,BARD,100,1r
1,0,0.14849999999999994,tGEO,100,1m
1,0,0.12500000000000006,tGEO,20,1m
1,0,0.15109999999999993,MC2,100,1r
1,0,0.39349999999999996,rMixGEO,20,0m
1,0,0.15499999999999997,tGEO,20,0r
1,0,0.2022,rMEAN,100,0r
1,0,0.17356000000000002,MC2,1000,1r
1,0,0.17356000000000002,MC2,1000,1m
1,0,0.04699999999999999,tL2,20,0r
1,0,0.16045000000000006,VC,1000,1m
1,0,0.15099999999999994,VC,100,1m
1,0,0.1235,VC,20,1m
1,0,0.0783,tL2,100,0r
1,0,0.13059999999999994,MC1,100,1r
1,0,0.15109999999999993,MC2,100,1m
1,0,0.16545,MC1,1000,1m
1,0,0.16545,MC1,1000,1r
1,0,0.10150000000000003,MC2,20,1r
1,0,0.4017000000000001,rMixGEO,100,0m
1,0,0.10150000000000003,MC2,20,1m
1,0,0.18829999999999994,BIRRA,1000,1r
1,0,0.15739999999999998,BIRRA,100,1r
1,0,0.09349999999999997,BIRRA,20,1r
1,0,0.16199999999999995,rMEAN,20,0r
1,0,0.1383,tL2,1000,0r
1,0,0.12500000000000006,tGEO,20,1r
1,0,0.18832999999999991,rMEAN,1000,0r
1,0,0.10049999999999998,MC3,20,1r
1,0,0.15319999999999992,MC3,100,1m
