D,gamma,accuracy,method,cutoff,dataset type
3,0.5,0.19332999999999997,rMEAN,1000,1r
3,0.5,0.06849999999999999,MC3,20,1m
3,0.5,0.06849999999999999,MC3,20,1r
3,0.5,0.1745000000000001,BiGNA,20,0m
3,0.5,0.10600000000000001,VC,20,1m
3,0.5,0.1745000000000001,BiGNA,20,0r
3,0.5,0.16034000000000004,tMEAN,1000,1r
3,0.5,0.14249999999999985,tMEAN,100,0r
3,0.5,0.07899999999999996,tMEAN,20,0r
3,0.5,0.2091599999999999,MC1,1000,1r
3,0.5,0.05999999999999996,tL2,20,0r
3,0.5,0.2216000000000001,BiGNA,1000,0r
3,0.5,0.1035999999999999,tL2,100,0r
3,0.5,0.12200000000000007,rMixMEAN,20,1m
3,0.5,0.19168000000000013,tL2,1000,0r
3,0.5,0.34267,BIRRA,1000,0m
3,0.5,0.3292,BIRRA,100,0m
3,0.5,0.3926,MAIC,1000,0m
3,0.5,0.5367999999999999,MAIC,100,0m
3,0.5,0.40599999999999986,MAIC,20,0m
3,0.5,0.2257800000000001,tMED,1000,0m
3,0.5,0.2091599999999999,MC1,1000,1m
3,0.5,0.16759999999999994,rMixMEAN,100,1m
3,0.5,0.20698999999999995,rMixMEAN,1000,1m
3,0.5,0.2216000000000001,BiGNA,1000,0m
3,0.5,0.2552,rMEAN,100,0m
3,0.5,0.07919999999999999,tMEAN,100,1r
3,0.5,0.044999999999999984,tMEAN,20,1r
3,0.5,0.059500000000000004,MC1,20,1m
3,0.5,0.16550000000000004,rMEAN,20,0m
3,0.5,0.05549999999999997,rMEAN,20,1m
3,0.5,0.10259999999999993,rMEAN,100,1m
3,0.5,0.19332999999999997,rMEAN,1000,1m
3,0.5,0.059500000000000004,MC1,20,1r
3,0.5,0.20100000000000004,BIRRA,20,0m
3,0.5,0.11850000000000004,MC1,100,1m
3,0.5,0.11850000000000004,MC1,100,1r
3,0.5,0.20865999999999993,tMEAN,1000,0r
3,0.5,0.20310000000000009,BiGNA,100,0m
3,0.5,0.20310000000000009,BiGNA,100,0r
3,0.5,0.2410099999999999,rMEAN,1000,0m
3,0.5,0.13899999999999996,VC,100,1m
3,0.5,0.19020999999999996,VC,1000,1m
3,0.5,0.23191999999999996,rGEO,1000,1r
3,0.5,0.12699999999999995,rMED,100,0m
3,0.5,0.20074999999999996,rMED,1000,0m
3,0.5,0.07899999999999997,BIRRA,20,1r
3,0.5,0.03399999999999999,tL2,20,1r
3,0.5,0.16849999999999998,tMED,20,0m
3,0.5,0.19800000000000004,MAIC,20,0r
3,0.5,0.26689999999999997,rMixGEO,100,1m
3,0.5,0.30939999999999995,MAIC,100,0r
3,0.5,0.14111999999999997,tL2,1000,1r
3,0.5,0.24139000000000002,rMixGEO,1000,1m
3,0.5,0.28450000000000003,stuart,20,0m
3,0.5,0.23191999999999996,rGEO,1000,1m
3,0.5,0.19129999999999991,rGEO,100,1m
3,0.5,0.15049999999999997,rGEO,20,1m
3,0.5,0.32205,MAIC,1000,0r
3,0.5,0.23299999999999993,rMixGEO,20,1m
3,0.5,0.23076999999999998,RRA,1000,1m
3,0.5,0.18719999999999995,RRA,100,1m
3,0.5,0.1873,tGEO,100,1m
3,0.5,0.1575,tGEO,20,1m
3,0.5,0.32420000000000004,stuart,100,0r
3,0.5,0.28450000000000003,stuart,20,0r
3,0.5,0.23509999999999998,stuart,1000,1m
3,0.5,0.25389999999999985,BIRRA,1000,1r
3,0.5,0.23509999999999998,stuart,1000,1r
3,0.5,0.19719999999999996,stuart,100,1r
3,0.5,0.15199999999999997,stuart,20,1r
3,0.5,0.06749999999999998,RepeatChoice,20,1m
3,0.5,0.1453999999999999,BIRRA,100,1r
3,0.5,0.1238999999999999,RepeatChoice,100,1m
3,0.5,0.10750000000000001,rMED,20,0m
3,0.5,0.15792,RepeatChoice,1000,1m
3,0.5,0.1425,RRA,20,1m
3,0.5,0.32420000000000004,stuart,100,0m
3,0.5,0.24975000000000003,stuart,1000,0m
3,0.5,0.10750000000000001,rMED,20,0r
3,0.5,0.34267,BIRRA,1000,0r
3,0.5,0.18241999999999994,RepeatChoice,1000,0m
3,0.5,0.27850000000000014,RRA,20,0m
3,0.5,0.31249999999999994,RRA,100,0m
3,0.5,0.24627999999999997,RRA,1000,0m
3,0.5,0.42400000000000015,rMixGEO,20,0m
3,0.5,0.23089999999999988,tMED,100,0r
3,0.5,0.2257800000000001,tMED,1000,0r
3,0.5,0.5132000000000002,rMixGEO,100,0m
3,0.5,0.2545000000000001,rGEO,20,0r
3,0.5,0.3233,rMixGEO,1000,0m
3,0.5,0.27568000000000015,rMixMEAN,1000,0m
3,0.5,0.44830000000000014,rMixMEAN,100,0m
3,0.5,0.3130000000000001,rGEO,100,0r
3,0.5,0.2507500000000001,rGEO,1000,0r
3,0.5,0.35100000000000015,rMixMEAN,20,0m
3,0.5,0.11779999999999992,RepeatChoice,100,0m
3,0.5,0.19719999999999996,stuart,100,1m
3,0.5,0.12750000000000003,BiGNA,20,1m
3,0.5,0.15159999999999996,BiGNA,100,1m
3,0.5,0.12699999999999995,rMED,100,0r
3,0.5,0.20074999999999996,rMED,1000,0r
3,0.5,0.3292,BIRRA,100,0r
3,0.5,0.20100000000000004,BIRRA,20,0r
3,0.5,0.08700000000000001,RepeatChoice,20,0m
3,0.5,0.2545000000000001,rGEO,20,0m
3,0.5,0.3130000000000001,rGEO,100,0m
3,0.5,0.2507500000000001,rGEO,1000,0m
3,0.5,0.19188999999999992,BiGNA,1000,1r
3,0.5,0.16849999999999998,tMED,20,0r
3,0.5,0.1770599999999999,rMED,1000,1m
3,0.5,0.11069999999999997,rMED,100,1m
3,0.5,0.07549999999999997,rMED,20,1m
3,0.5,0.19188999999999992,BiGNA,1000,1m
3,0.5,0.15159999999999996,BiGNA,100,1r
3,0.5,0.12750000000000003,BiGNA,20,1r
3,0.5,0.06589999999999994,MC2,100,0m
